trip_id,start_time,start_lon,start_lat,end_time,end_lon,end_lat,charging,charging_time,charging_waittime
40,06/01/14 02:49 AM,114.082001,22.558901000000002,06/01/14 02:55 AM,114.07440600000001,22.559,1,4996,1688
19,06/01/14 04:43 PM,114.026604,22.612,06/01/14 05:13 PM,114.023902,22.619512,1,3864,1168
7,06/01/14 08:36 PM,114.119904,22.541401,06/01/14 07:53 PM,114.135002,22.544001,1,4094,126
46,06/01/14 08:27 PM,114.11979699999999,22.591299,06/01/14 01:13 PM,114.123241,22.562538,1,5523,0
1,06/01/14 08:52 AM,113.924797,22.5427,06/01/14 09:28 AM,113.922977,22.546375,1,4190,2
24,06/01/14 09:43 PM,113.990402,22.5354,06/01/14 09:44 PM,113.985199,22.547701,1,2552,60
38,06/01/14 04:35 PM,113.922997,22.5499,06/01/14 04:38 PM,113.922977,22.546375,1,4326,223
44,06/01/14 08:27 PM,114.11979699999999,22.591299,06/01/14 01:26 AM,114.123241,22.562538,1,3484,1459
3,06/01/14 08:36 PM,114.119904,22.541401,06/01/14 08:50 PM,114.135002,22.544001,1,5343,2347
18,06/01/14 11:45 AM,114.1017,22.546101,06/01/14 11:52 AM,114.07440600000001,22.559,1,2904,1362
41,06/01/14 08:49 AM,114.1045,22.5492,06/01/14 09:13 AM,114.123241,22.562538,1,4319,604
29,06/01/14 03:45 PM,113.935501,22.521998999999997,06/01/14 04:04 PM,113.94164199999999,22.527053,1,3981,0
12,06/01/14 08:59 PM,114.02649699999999,22.5299,06/01/14 09:00 PM,114.031502,22.5252,1,2471,119
